Date,Open,High,Low,Close,Volume,Value
2017-09-27 11:00:00,4348000.0,4362000.0,4344000.0,4355000.0,0.695789,3031342.36206
2017-09-27 12:00:00,4361000.0,4396000.0,4353000.0,4395000.0,1.73488033,7598671.05458
2017-09-27 13:00:00,4395000.0,4406000.0,4388000.0,4391000.0,1.01539646,4465798.18606
2017-09-27 14:00:00,4394000.0,4408000.0,4392000.0,4404000.0,0.88580346,3894789.67793
2017-09-27 15:00:00,4408000.0,4421000.0,4358000.0,4409000.0,2.58917845,11399976.81309
2017-09-27 16:00:00,4411000.0,4448000.0,4411000.0,4435000.0,1.62478824,7187688.89073
2017-09-27 17:00:00,4437000.0,4437000.0,4415000.0,4426000.0,0.3972757,1758023.01357
2017-09-27 18:00:00,4432000.0,4447000.0,4427000.0,4442000.0,0.3951009,1753461.2944
2017-09-27 19:00:00,4450000.0,4503000.0,4443000.0,4503000.0,3.32505796,14898441.50815
2017-09-27 20:00:00,4497000.0,4536000.0,4495000.0,4508000.0,1.53258023,6916437.87659
2017-09-27 21:00:00,4509000.0,4532000.0,4498000.0,4518000.0,0.32168963,1452717.7753
2017-09-27 22:00:00,4514000.0,4514000.0,4478000.0,4484000.0,0.4513153,2026889.0988
2017-09-27 23:00:00,4491000.0,4531000.0,4485000.0,4527000.0,1.37686384,6217854.58361
2017-09-28 00:00:00,4527000.0,4532000.0,4495000.0,4503000.0,0.26756429,1206199.091
2017-09-28 01:00:00,4505000.0,4531000.0,4495000.0,4521000.0,0.54794644,2476523.25544
2017-09-28 02:00:00,4514000.0,4527000.0,4514000.0,4515000.0,0.8647368,3910104.27696
2017-09-28 03:00:00,4519000.0,4570000.0,4515000.0,4570000.0,2.92791139,13313418.77255
2017-09-28 04:00:00,4564000.0,4585000.0,4555000.0,4582000.0,1.04642572,4777995.45081
2017-09-28 05:00:00,4576000.0,4578000.0,4547000.0,4547000.0,1.2135257,5537071.29958
2017-09-28 06:00:00,4546000.0,4597000.0,4515000.0,4596000.0,3.26213868,14837353.55115
2017-09-28 07:00:00,4591000.0,4598000.0,4579000.0,4596000.0,1.62677192,7461682.77358
2017-09-28 08:00:00,4596000.0,4677000.0,4596000.0,4657000.0,2.15625205,9994626.99606
2017-09-28 09:00:00,4657000.0,4664000.0,4610000.0,4626000.0,1.09155306,5063035.1011
2017-09-28 10:00:00,4626000.0,4635000.0,4610000.0,4615000.0,0.56554426,2615634.4264
2017-09-28 11:00:00,4620000.0,4642000.0,4615000.0,4635000.0,0.36138454,1671015.20474
2017-09-28 12:00:00,4632000.0,4752000.0,4627000.0,4744000.0,3.71134608,17502856.23931
2017-09-28 13:00:00,4740000.0,4762000.0,4702000.0,4753000.0,3.84236922,18213139.95162
2017-09-28 14:00:00,4760000.0,4765000.0,4734000.0,4734000.0,1.13047755,5373415.36744
2017-09-28 15:00:00,4728000.0,4752000.0,4726000.0,4750000.0,1.0754542,5090068.05403
2017-09-28 16:00:00,4755000.0,4772000.0,4721000.0,4729000.0,2.18339263,10365288.72831
2017-09-28 17:00:00,4729000.0,4750000.0,4721000.0,4737000.0,1.18163119,5594350.75856
2017-09-28 18:00:00,4737000.0,4770000.0,4723000.0,4766000.0,2.15526104,10214968.09372
2017-09-28 19:00:00,4764000.0,4764000.0,4519000.0,4590000.0,15.58084142,71518756.66211
2017-09-28 20:00:00,4600000.0,4661000.0,4577000.0,4632000.0,11.31648855,52230986.71589
2017-09-28 21:00:00,4632000.0,4672000.0,4596000.0,4654000.0,2.26001108,10488154.26306
2017-09-28 22:00:00,4659000.0,4674000.0,4629000.0,4635000.0,0.83415706,3874329.27237
2017-09-28 23:00:00,4639000.0,4645000.0,4551000.0,4560000.0,5.34607738,24480439.34798
2017-09-29 00:00:00,4560000.0,4573000.0,4520000.0,4560000.0,3.84981385,17505727.56699
2017-09-29 01:00:00,4558000.0,4596000.0,4546000.0,4585000.0,3.45135578,15760436.09994
2017-09-29 02:00:00,4590000.0,4635000.0,4585000.0,4604000.0,3.6169048,16666925.11408
2017-09-29 03:00:00,4609000.0,4610000.0,4581000.0,4587000.0,1.71507468,7868951.65527
2017-09-29 04:00:00,4587000.0,4590000.0,4550000.0,4550000.0,4.35417487,19866958.62022
2017-09-29 05:00:00,4550000.0,4591000.0,4540000.0,4582000.0,5.82173773,26571732.03412
2017-09-29 06:00:00,4581000.0,4622000.0,4580000.0,4612000.0,2.79029914,12828514.43027
2017-09-29 07:00:00,4610000.0,4625000.0,4600000.0,4613000.0,0.68298817,3151044.92209
2017-09-29 08:00:00,4608000.0,4613000.0,4580000.0,4586000.0,1.66990512,7669249.7003
2017-09-29 09:00:00,4586000.0,4632000.0,4586000.0,4628000.0,1.24794222,5751670.18977
2017-09-29 10:00:00,4629000.0,4634000.0,4544000.0,4544000.0,1.31536421,6035595.37
2017-09-29 11:00:00,4548000.0,4548000.0,4498000.0,4531000.0,8.40672194,38038216.81729
2017-09-29 12:00:00,4530000.0,4569000.0,4476000.0,4541000.0,10.78351859,48835053.04756
2017-09-29 13:00:00,4541000.0,4553000.0,4521000.0,4544000.0,6.77174979,30687979.82426
2017-09-29 14:00:00,4544000.0,4547000.0,4525000.0,4539000.0,0.9425606,4273891.36165
2017-09-29 15:00:00,4541000.0,4573000.0,4538000.0,4563000.0,1.87103312,8505942.95772
2017-09-29 16:00:00,4563000.0,4604000.0,4563000.0,4604000.0,1.12814731,5165423.91967
2017-09-29 17:00:00,4604000.0,4610000.0,4596000.0,4610000.0,0.58613021,2699022.82824
2017-09-29 18:00:00,4610000.0,4631000.0,4608000.0,4613000.0,3.005066,13850643.2572
2017-09-29 19:00:00,4618000.0,4657000.0,4589000.0,4657000.0,2.69034973,12399845.20239
2017-09-29 20:00:00,4663000.0,4709000.0,4644000.0,4684000.0,5.68600118,26650955.84984
2017-09-29 21:00:00,4684000.0,4702000.0,4667000.0,4690000.0,5.51409751,25812280.12252
2017-09-29 22:00:00,4690000.0,4690000.0,4651000.0,4673000.0,0.33346661,1554727.87147
2017-09-29 23:00:00,4677000.0,4689000.0,4660000.0,4669000.0,1.0035483,4689799.11925
2017-09-30 00:00:00,4670000.0,4676000.0,4651000.0,4656000.0,0.71901726,3353360.71464
2017-09-30 01:00:00,4656000.0,4686000.0,4656000.0,4679000.0,0.6338392,2963723.0605
2017-09-30 02:00:00,4678000.0,4682000.0,4547000.0,4656000.0,2.67996786,12397111.13222
2017-09-30 03:00:00,4657000.0,4669000.0,4643000.0,4658000.0,1.53210485,7135120.02604
2017-09-30 04:00:00,4655000.0,4666000.0,4647000.0,4666000.0,0.15333178,713691.76359
2017-09-30 05:00:00,4666000.0,4680000.0,4659000.0,4675000.0,0.91430963,4269925.01029
2017-09-30 06:00:00,4679000.0,4686000.0,4671000.0,4679000.0,0.1808185,845675.67417
2017-09-30 07:00:00,4679000.0,4684000.0,4640000.0,4640000.0,0.32012349,1494918.69557
2017-09-30 08:00:00,4638000.0,4664000.0,4631000.0,4657000.0,0.93316357,4331182.98493
2017-09-30 09:00:00,4657000.0,4676000.0,4651000.0,4676000.0,0.15447308,720190.87478
2017-09-30 10:00:00,4672000.0,4705000.0,4672000.0,4700000.0,1.05103368,4931222.75362
2017-09-30 11:00:00,4701000.0,4705000.0,4685000.0,4703000.0,0.71277503,3344867.85506
2017-09-30 12:00:00,4706000.0,4710000.0,4694000.0,4695000.0,0.644054,3026383.45728
2017-09-30 13:00:00,4694000.0,4716000.0,4693000.0,4711000.0,0.27113241,1275536.39817
2017-09-30 14:00:00,4711000.0,4747000.0,4711000.0,4738000.0,1.05419312,4989256.86134
2017-09-30 15:00:00,4736000.0,4762000.0,4731000.0,4762000.0,0.45651482,2167745.68676
2017-09-30 16:00:00,4764000.0,4776000.0,4747000.0,4776000.0,0.2092876,995695.31716
2017-09-30 17:00:00,4774000.0,4778000.0,4746000.0,4749000.0,0.92767002,4421793.93681
2017-09-30 18:00:00,4754000.0,4759000.0,4725000.0,4743000.0,1.1617153,5508651.761
2017-09-30 19:00:00,4743000.0,4767000.0,4734000.0,4752000.0,1.08686984,5171740.40902
2017-09-30 20:00:00,4750000.0,4761000.0,4741000.0,4744000.0,0.83512946,3966625.42908
2017-09-30 21:00:00,4749000.0,4756000.0,4741000.0,4753000.0,0.172104,817341.178
2017-09-30 22:00:00,4753000.0,4774000.0,4753000.0,4773000.0,0.5042673,2400887.54426
2017-09-30 23:00:00,4770000.0,4788000.0,4757000.0,4788000.0,0.76915738,3669970.86151
2017-10-01 00:00:00,4788000.0,4815000.0,4783000.0,4804000.0,0.42313438,2033330.83704
2017-10-01 01:00:00,4803000.0,4845000.0,4779000.0,4790000.0,2.07525152,9982438.94584
2017-10-01 02:00:00,4789000.0,4809000.0,4780000.0,4790000.0,1.17042524,5610594.87817
2017-10-01 03:00:00,4792000.0,4815000.0,4777000.0,4806000.0,1.09072528,5229492.55913
2017-10-01 04:00:00,4806000.0,4830000.0,4801000.0,4830000.0,0.50359164,2422871.08916
2017-10-01 05:00:00,4826000.0,4851000.0,4826000.0,4843000.0,0.90767748,4395411.37764
2017-10-01 06:00:00,4847000.0,4859000.0,4839000.0,4852000.0,0.69555641,3373141.51342
2017-10-01 07:00:00,4850000.0,4863000.0,4839000.0,4863000.0,2.125284,10305559.99462
2017-10-01 08:00:00,4863000.0,4896000.0,4863000.0,4895000.0,0.99646033,4854004.18672
2017-10-01 09:00:00,4889000.0,4948000.0,4887000.0,4914000.0,0.70756249,3475449.47621
2017-10-01 10:00:00,4905000.0,4919000.0,4857000.0,4919000.0,4.50926112,21982925.34039
2017-10-01 11:00:00,4919000.0,4922000.0,4839000.0,4839000.0,0.69751233,3403216.12091
2017-10-01 12:00:00,4832000.0,4862000.0,4819000.0,4858000.0,3.10170376,15001857.48742
2017-10-01 13:00:00,4864000.0,4871000.0,4851000.0,4857000.0,1.5986884,7771382.89265
2017-10-01 14:00:00,4844000.0,4867000.0,4682000.0,4865000.0,2.12965783,10240567.15583
2017-10-01 15:00:00,4869000.0,4896000.0,4869000.0,4872000.0,1.74525375,8511876.3259
2017-10-01 16:00:00,4875000.0,4896000.0,4874000.0,4884000.0,0.57217734,2795352.99358
2017-10-01 17:00:00,4883000.0,4889000.0,4867000.0,4870000.0,0.53620015,2613745.13451
2017-10-01 18:00:00,4875000.0,4885000.0,4869000.0,4879000.0,1.01399078,4942562.8852
2017-10-01 19:00:00,4879000.0,4908000.0,4878000.0,4896000.0,0.27906151,1366186.47652
2017-10-01 20:00:00,4901000.0,4915000.0,4894000.0,4908000.0,0.22159095,1086777.73045
2017-10-01 21:00:00,4913000.0,4913000.0,4861000.0,4878000.0,1.38520633,6752759.75207
2017-10-01 22:00:00,4883000.0,4884000.0,4856000.0,4871000.0,1.11520767,5422075.11919
2017-10-01 23:00:00,4870000.0,4887000.0,4856000.0,4886000.0,3.51946959,17132181.94459
2017-10-02 00:00:00,4880000.0,4901000.0,4872000.0,4889000.0,0.19590217,955624.78435
2017-10-02 01:00:00,4893000.0,4903000.0,4885000.0,4890000.0,0.17495916,856659.82932
2017-10-02 02:00:00,4891000.0,4892000.0,4875000.0,4882000.0,0.25833095,1261742.95475
2017-10-02 03:00:00,4885000.0,4895000.0,4875000.0,4895000.0,0.74146047,3619539.72307
2017-10-02 04:00:00,4895000.0,4908000.0,4889000.0,4903000.0,0.26835216,1315489.70752
2017-10-02 05:00:00,4899000.0,4916000.0,4895000.0,4912000.0,0.31355871,1537764.04284
2017-10-02 06:00:00,4917000.0,4943000.0,4916000.0,4935000.0,0.30859543,1521125.36732
2017-10-02 07:00:00,4934000.0,4978000.0,4930000.0,4975000.0,1.56047851,7732431.60402
2017-10-02 08:00:00,4972000.0,4977000.0,4958000.0,4962000.0,0.3691509,1833244.0454
2017-10-02 09:00:00,4962000.0,5002000.0,4956000.0,5002000.0,1.12482289,5597208.12871
2017-10-02 10:00:00,5003000.0,5008000.0,4989000.0,5003000.0,0.20571329,1028385.08194
2017-10-02 11:00:00,5004000.0,5057000.0,5004000.0,5017000.0,0.88899493,4468849.3108
2017-10-02 12:00:00,5017000.0,5027000.0,4997000.0,5015000.0,0.75581803,3786652.16767
2017-10-02 13:00:00,5020000.0,5053000.0,5019000.0,5040000.0,1.00690768,5078140.11119
2017-10-02 14:00:00,5040000.0,5090000.0,5040000.0,5083000.0,3.5625908,18006981.98238
2017-10-02 15:00:00,5083000.0,5094000.0,5063000.0,5072000.0,0.87496198,4445685.48904
2017-10-02 16:00:00,5072000.0,5091000.0,5040000.0,5041000.0,3.06355959,15570242.11607
2017-10-02 17:00:00,5040000.0,5082000.0,5040000.0,5080000.0,2.43594787,12342997.40469
2017-10-02 18:00:00,5076000.0,5095000.0,5058000.0,5082000.0,0.50823345,2576291.37917
2017-10-02 19:00:00,5088000.0,5088000.0,5069000.0,5078000.0,0.22747263,1154935.59462
2017-10-02 20:00:00,5078000.0,5088000.0,4998000.0,4998000.0,0.64910731,3275866.52658
2017-10-02 21:00:00,4998000.0,5050000.0,4998000.0,5015000.0,5.68830167,28569482.25697
2017-10-02 22:00:00,5019000.0,5043000.0,5011000.0,5042000.0,0.60294974,3028678.33805
2017-10-02 23:00:00,5036000.0,5062000.0,5028000.0,5058000.0,3.63591909,18361784.59816
2017-10-03 00:00:00,5053000.0,5060000.0,4999000.0,4999000.0,0.56331186,2825859.71732
2017-10-03 01:00:00,5006000.0,5040000.0,5002000.0,5031000.0,0.74832469,3750301.03954
2017-10-03 02:00:00,5031000.0,5037000.0,5010000.0,5010000.0,0.94391613,4738699.36416
2017-10-03 03:00:00,5010000.0,5036000.0,5002000.0,5032000.0,0.79955676,4011531.85659
2017-10-03 04:00:00,5032000.0,5054000.0,5025000.0,5046000.0,0.66562849,3354200.093
2017-10-03 05:00:00,5046000.0,5048000.0,5028000.0,5041000.0,0.130599,658038.293
2017-10-03 06:00:00,5036000.0,5047000.0,5016000.0,5023000.0,1.1137692,5611434.21352
2017-10-03 07:00:00,5021000.0,5030000.0,5011000.0,5012000.0,0.92501711,4643674.77508
2017-10-03 08:00:00,5014000.0,5035000.0,5009000.0,5025000.0,0.60657966,3045612.96821
2017-10-03 09:00:00,5021000.0,5024000.0,5004000.0,5010000.0,0.3000364,1505887.2876
2017-10-03 10:00:00,5010000.0,5028000.0,5003000.0,5028000.0,0.5914841,2965375.92672
2017-10-03 11:00:00,5023000.0,5056000.0,5023000.0,5046000.0,0.47301948,2386838.82021
2017-10-03 12:00:00,5046000.0,5052000.0,5033000.0,5048000.0,0.132873,670154.994
2017-10-03 13:00:00,5047000.0,5047000.0,5034000.0,5043000.0,0.14278091,720008.67095
2017-10-03 14:00:00,5041000.0,5041000.0,5025000.0,5030000.0,0.33284215,1674457.4545
2017-10-03 15:00:00,5025000.0,5030000.0,5025000.0,5026000.0,0.060165,302504.063
2017-10-03 16:00:00,5028000.0,5079000.0,4878000.0,4922000.0,3.24061517,16134343.11327
2017-10-03 17:00:00,4919000.0,4976000.0,4914000.0,4973000.0,0.6245586,3076727.61828
2017-10-03 18:00:00,4975000.0,4975000.0,4920000.0,4928000.0,0.48134888,2377853.30689
2017-10-03 19:00:00,4928000.0,4992000.0,4811000.0,4936000.0,2.93356155,14357048.24533
2017-10-03 20:00:00,4936000.0,4954000.0,4897000.0,4916000.0,0.12875,633678.466
2017-10-03 21:00:00,4913000.0,4940000.0,4881000.0,4881000.0,0.125727,616295.631
2017-10-03 22:00:00,4880000.0,4908000.0,4839000.0,4843000.0,0.130517,635706.269
2017-10-03 23:00:00,4870000.0,4925000.0,4831000.0,4906000.0,0.127334,619773.5088
2017-10-04 00:00:00,4904000.0,4923000.0,4865000.0,4920000.0,0.129712,635236.543
2017-10-04 01:00:00,4923000.0,4947000.0,4880000.0,4899000.0,0.19187636,942733.66524
2017-10-04 02:00:00,4897000.0,4939000.0,4885000.0,4938000.0,0.23623784,1161150.37988
2017-10-04 03:00:00,4905000.0,4947000.0,4901000.0,4910000.0,0.17379574,855793.50283
2017-10-04 04:00:00,4913000.0,4949000.0,4887000.0,4893000.0,0.123353,605708.65
2017-10-04 05:00:00,4893000.0,4939000.0,4882000.0,4937000.0,0.3476,1704280.128
2017-10-04 06:00:00,4913000.0,4944000.0,4901000.0,4907000.0,0.130629,642815.351
2017-10-04 07:00:00,4907000.0,4969000.0,4903000.0,4969000.0,0.129707,638757.176
2017-10-04 08:00:00,4969000.0,4990000.0,4932000.0,4964000.0,0.61078281,3038175.84399
2017-10-04 09:00:00,4987000.0,4994000.0,4924000.0,4940000.0,1.89003128,9384260.1548
2017-10-04 10:00:00,4943000.0,4978000.0,4920000.0,4949000.0,0.162204,802014.692
2017-10-04 11:00:00,4927000.0,4958000.0,4897000.0,4945000.0,0.14284552,704155.54204
2017-10-04 12:00:00,4912000.0,4960000.0,4909000.0,4913000.0,0.106967,527652.441
2017-10-04 13:00:00,4952000.0,4965000.0,4918000.0,4936000.0,0.115777,571617.329
2017-10-04 14:00:00,4931000.0,4999000.0,4931000.0,4997000.0,0.107767,535541.883
2017-10-04 15:00:00,4997000.0,5002000.0,4943000.0,4986000.0,0.115941,577186.068
2017-10-04 16:00:00,4978000.0,4995000.0,4947000.0,4995000.0,0.041597,207101.691
2017-10-04 17:00:00,4974000.0,4974000.0,4971000.0,4971000.0,0.025,124299.0
2017-10-04 18:00:00,4952000.0,4952000.0,4877000.0,4928000.0,0.073397,360588.81325
2017-10-04 19:00:00,4926000.0,4933000.0,4872000.0,4907000.0,0.256701,1258912.275
2017-10-04 20:00:00,4919000.0,4925000.0,4889000.0,4924000.0,0.131168,644839.085
2017-10-04 21:00:00,4925000.0,4925000.0,4858000.0,4872000.0,0.186544,914825.002
2017-10-04 22:00:00,4873000.0,4920000.0,4868000.0,4904000.0,0.245706,1203600.41056
2017-10-04 23:00:00,4904000.0,4917000.0,4848000.0,4887000.0,0.59420306,2894333.22714
2017-10-05 00:00:00,4887000.0,4918000.0,4837000.0,4865000.0,1.50980102,7359894.6398
2017-10-05 01:00:00,4899000.0,4903000.0,4845000.0,4891000.0,0.220596,1075472.207
2017-10-05 02:00:00,4894000.0,4894000.0,4846000.0,4884000.0,0.151177,737446.171
2017-10-05 03:00:00,4855000.0,4891000.0,4843000.0,4879000.0,0.108601,529462.982
2017-10-05 04:00:00,4887000.0,4895000.0,4854000.0,4857000.0,0.111467,544453.772
2017-10-05 05:00:00,4888000.0,4904000.0,4851000.0,4894000.0,0.155566,759773.328
2017-10-05 06:00:00,4891000.0,4907000.0,4862000.0,4877000.0,0.121317,592931.94
2017-10-05 07:00:00,4877000.0,4926000.0,4869000.0,4902000.0,0.121354,593753.002
2017-10-05 08:00:00,4900000.0,4928000.0,4885000.0,4895000.0,0.343016,1684009.648
2017-10-05 09:00:00,4894000.0,4924000.0,4854000.0,4885000.0,0.14743,720279.454
2017-10-05 10:00:00,4890000.0,4930000.0,4867000.0,4918000.0,1.13454091,5578601.01647
2017-10-05 11:00:00,4916000.0,4920000.0,4856000.0,4864000.0,0.135657,663205.805
2017-10-05 12:00:00,4868000.0,4906000.0,4824000.0,4826000.0,0.150697,733374.634
2017-10-05 13:00:00,4858000.0,4862000.0,4811000.0,4826000.0,0.117101,565538.779
2017-10-05 14:00:00,4829000.0,4852000.0,4811000.0,4849000.0,0.18825371,909839.28727
2017-10-05 15:00:00,4812000.0,4865000.0,4812000.0,4862000.0,0.134152,649554.404
2017-10-05 16:00:00,4839000.0,4858000.0,4839000.0,4858000.0,0.09499125,461429.1505
2017-10-05 19:00:00,4877000.0,4937000.0,4877000.0,4930000.0,0.24167,1187633.28616
2017-10-05 20:00:00,4937000.0,4939000.0,4893000.0,4904000.0,1.05587475,5177492.345
2017-10-05 21:00:00,4903000.0,4993000.0,4903000.0,4962000.0,0.104059,514010.381
2017-10-05 22:00:00,4985000.0,4988000.0,4916000.0,4958000.0,0.13336,661548.582
2017-10-05 23:00:00,4960000.0,4965000.0,4923000.0,4954000.0,0.161029,797619.591
2017-10-06 00:00:00,4928000.0,4980000.0,4923000.0,4938000.0,0.152651,754845.47
2017-10-06 01:00:00,4938000.0,4964000.0,4922000.0,4959000.0,0.14070882,695208.98928
2017-10-06 02:00:00,4947000.0,4964000.0,4914000.0,4955000.0,0.143153,707860.46
2017-10-06 03:00:00,4923000.0,4985000.0,4923000.0,4971000.0,0.123978,615311.742
2017-10-06 04:00:00,4972000.0,4989000.0,4941000.0,4951000.0,0.128259,636327.851
2017-10-06 05:00:00,4953000.0,4990000.0,4917000.0,4949000.0,0.113699,562703.368
2017-10-06 06:00:00,4948000.0,4975000.0,4928000.0,4964000.0,0.49083903,2433323.24809
2017-10-06 07:00:00,4965000.0,4985000.0,4926000.0,4984000.0,0.13381128,663575.01016
2017-10-06 08:00:00,4960000.0,4989000.0,4919000.0,4926000.0,0.137737,682036.33743
2017-10-06 09:00:00,4927000.0,4975000.0,4917000.0,4974000.0,0.123415,609677.14
2017-10-06 10:00:00,4974000.0,4989000.0,4941000.0,4948000.0,0.122746,609616.155
2017-10-06 11:00:00,4948000.0,4986000.0,4942000.0,4947000.0,0.118383,587884.424
2017-10-06 12:00:00,4978000.0,4979000.0,4944000.0,4948000.0,0.14287,708068.358
2017-10-06 13:00:00,4948000.0,4970000.0,4948000.0,4948000.0,0.121478,601518.886
2017-10-06 14:00:00,4948000.0,4989000.0,4948000.0,4976000.0,0.14677286,727427.6536
2017-10-06 15:00:00,4968000.0,5015000.0,4968000.0,5013000.0,0.080616,402599.235
2017-10-06 16:00:00,5018000.0,5018000.0,5018000.0,5018000.0,0.21194278,1063528.87004
2017-10-06 17:00:00,4932000.0,4954000.0,4885000.0,4954000.0,21.30097763,104737681.14228
2017-10-06 18:00:00,5015000.0,5026000.0,4975000.0,4978000.0,0.073216,366170.49
2017-10-06 19:00:00,5026000.0,5031000.0,4972000.0,5018000.0,0.145266,726872.45
2017-10-06 20:00:00,4979000.0,5016000.0,4963000.0,5004000.0,0.135348,673781.52
2017-10-06 21:00:00,4967000.0,5013000.0,4948000.0,4994000.0,0.135533,676410.365
2017-10-06 22:00:00,4959000.0,4992000.0,4936000.0,4940000.0,0.824517,4081361.30028
2017-10-06 23:00:00,4983000.0,5016000.0,4940000.0,5000000.0,0.138879,692313.952
2017-10-07 00:00:00,5002000.0,5014000.0,4953000.0,4961000.0,0.140929,702609.694
2017-10-07 01:00:00,4996000.0,5006000.0,4946000.0,4993000.0,0.136752,681040.42
2017-10-07 02:00:00,4993000.0,5005000.0,4930000.0,4935000.0,0.144241,716772.301
2017-10-07 03:00:00,4929000.0,4977000.0,4923000.0,4977000.0,0.131375,648684.435
2017-10-07 04:00:00,4934000.0,4977000.0,4917000.0,4973000.0,0.138311,682600.788
2017-10-07 05:00:00,4973000.0,4994000.0,4934000.0,4977000.0,0.145209,722309.728
2017-10-07 06:00:00,4977000.0,5003000.0,4935000.0,4961000.0,0.13101,651923.621
2017-10-07 07:00:00,4955000.0,5015000.0,4950000.0,5010000.0,0.246262,1225690.356
2017-10-07 08:00:00,4966000.0,5034000.0,4964000.0,5027000.0,0.127771,638584.26
2017-10-07 09:00:00,4983000.0,5031000.0,4961000.0,4978000.0,0.130864,652443.734
2017-10-07 10:00:00,4982000.0,5021000.0,4965000.0,4967000.0,0.139946,698977.375
2017-10-07 11:00:00,5012000.0,5014000.0,4959000.0,5004000.0,0.133008,664578.354
2017-10-07 12:00:00,4971000.0,5015000.0,4961000.0,4971000.0,0.086796,432152.569
2017-10-07 14:00:00,4985000.0,5025000.0,4972000.0,4973000.0,0.122663,613066.898
