Date,Price,Returns
2015-10-06,158000.0,-0.03658536585365857
2015-10-07,160500.0,0.015822784810126667
2015-10-08,162000.0,0.009345794392523255
2015-10-12,159500.0,-0.015432098765432056
2015-10-13,163500.0,0.02507836990595602
2015-10-14,163000.0,-0.003058103975535187
2015-10-15,162500.0,-0.0030674846625766694
2015-10-16,161000.0,-0.009230769230769265
2015-10-19,161000.0,0.0
2015-10-20,162500.0,0.009316770186335477
2015-10-21,163000.0,0.003076923076922977
2015-10-22,162000.0,-0.006134969325153339
2015-10-23,158000.0,-0.024691358024691357
2015-10-26,159000.0,0.006329113924050667
2015-10-27,159000.0,0.0
2015-10-28,155500.0,-0.022012578616352196
2015-10-29,153500.0,-0.012861736334405127
2015-10-30,156000.0,0.016286644951140072
2015-11-02,158500.0,0.01602564102564097
2015-11-03,162500.0,0.025236593059936974
2015-11-04,165500.0,0.01846153846153853
2015-11-05,165500.0,0.0
2015-11-06,164500.0,-0.0060422960725075026
2015-11-09,165000.0,0.003039513677811634
2015-11-10,162500.0,-0.015151515151515138
2015-11-11,163000.0,0.003076923076922977
2015-11-12,160500.0,-0.015337423312883458
2015-11-13,156500.0,-0.024922118380062308
2015-11-16,158000.0,0.009584664536741228
2015-11-17,157000.0,-0.006329113924050667
2015-11-18,158000.0,0.006369426751592355
2015-11-19,159500.0,0.009493670886076
2015-11-20,158000.0,-0.009404388714733591
2015-11-23,157000.0,-0.006329113924050667
2015-11-24,155000.0,-0.01273885350318471
2015-11-25,151500.0,-0.022580645161290325
2015-11-26,152500.0,0.0066006600660066805
2015-11-27,151000.0,-0.00983606557377048
2015-11-30,147500.0,-0.023178807947019875
2015-12-01,153000.0,0.03728813559322042
2015-12-02,152000.0,-0.006535947712418277
2015-12-03,153000.0,0.006578947368421018
2015-12-04,151500.0,-0.009803921568627416
2015-12-07,150500.0,-0.0066006600660065695
2015-12-08,150000.0,-0.0033222591362126463
2015-12-09,151500.0,0.010000000000000009
2015-12-10,151500.0,0.0
2015-12-11,148500.0,-0.01980198019801982
2015-12-14,150500.0,0.013468013468013407
2015-12-15,151500.0,0.006644518272425293
2015-12-16,153000.0,0.00990099009900991
2015-12-17,155500.0,0.016339869281045694
2015-12-18,154000.0,-0.009646302250803873
2015-12-21,152000.0,-0.012987012987012991
2015-12-22,153000.0,0.006578947368421018
2015-12-23,151500.0,-0.009803921568627416
2015-12-24,151500.0,0.0
2015-12-28,151000.0,-0.0033003300330033403
2015-12-29,149000.0,-0.013245033112582738
2015-12-30,149000.0,0.0
2016-01-04,144000.0,-0.03355704697986572
2016-01-05,143500.0,-0.00347222222222221
2016-01-06,140000.0,-0.024390243902439046
2016-01-07,137500.0,-0.017857142857142905
2016-01-08,136500.0,-0.0072727272727273196
2016-01-11,140000.0,0.02564102564102555
2016-01-12,139500.0,-0.0035714285714285587
2016-01-13,140500.0,0.007168458781362075
2016-01-14,141000.0,0.003558718861210064
2016-01-15,138500.0,-0.01773049645390068
2016-01-18,139000.0,0.0036101083032491488
2016-01-19,140000.0,0.007194244604316502
2016-01-20,136500.0,-0.025000000000000022
2016-01-21,137000.0,0.00366300366300365
2016-01-22,139000.0,0.014598540145985384
2016-01-25,137500.0,-0.010791366906474864
2016-01-26,136000.0,-0.010909090909090868
2016-01-27,137000.0,0.007352941176470562
2016-01-28,135000.0,-0.014598540145985384
2016-01-29,133000.0,-0.014814814814814836
2016-02-01,132500.0,-0.003759398496240629
2016-02-02,129500.0,-0.02264150943396226
2016-02-03,129000.0,-0.0038610038610038533
2016-02-04,132500.0,0.027131782945736482
2016-02-05,133500.0,0.007547169811320753
2016-02-11,131000.0,-0.01872659176029967
2016-02-12,137000.0,0.04580152671755733
2016-02-15,139500.0,0.018248175182481674
2016-02-16,141000.0,0.010752688172043001
2016-02-17,147000.0,0.042553191489361764
2016-02-18,147000.0,0.0
2016-02-19,149000.0,0.013605442176870763
2016-02-22,147500.0,-0.010067114093959773
2016-02-23,149000.0,0.01016949152542379
2016-02-24,149000.0,0.0
2016-02-25,147000.0,-0.01342281879194629
2016-02-26,147000.0,0.0
2016-02-29,147500.0,0.00340136054421758
2016-03-02,150000.0,0.016949152542372836
2016-03-03,147500.0,-0.01666666666666672
2016-03-04,147500.0,0.0
2016-03-07,146500.0,-0.006779661016949157
2016-03-08,148000.0,0.010238907849829282
2016-03-09,149500.0,0.010135135135135087
2016-03-10,148000.0,-0.010033444816053505
2016-03-11,149000.0,0.006756756756756799
2016-03-14,148500.0,-0.003355704697986628
2016-03-15,147000.0,-0.010101010101010055
2016-03-16,146500.0,-0.003401360544217691
2016-03-17,146500.0,0.0
